sr_no,state,work_raw,work_id_raw,ida_raw,mp_name_raw,constituency,expenditure_date_raw,vendor_raw,payment_status,fund_disbursed_amount,house,state_key,work_id,work_key,district_name,ida_key,mp_name_clean,mp_key,elected_nominated,expenditure_date,vendor_clean,vendor_id
7550,Uttarakhand,Construction of toilet blocks,WS/MP021/2025-2026/204383,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,25-Aug-2026,Shanti pandey,Payment Success,4788.0,LS,Uttarakhand,WS/MP021/2025-2026/204383,LS|WS/MP021/2025-2026/204383,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-08-25,SHANTI PANDEY,v_b3241f71fb5a
7551,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Shanti pandey,Payment Success,7308.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,SHANTI PANDEY,v_b3241f71fb5a
7552,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Tara dutt pandey,Payment Success,11312.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,TARA DUTT PANDEY,v_1641e288ec30
7553,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Lokesh pandey,Payment Success,11312.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,LOKESH PANDEY,v_afc2a4df73cc
7554,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Pushpesh pandey,Payment Success,11312.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,PUSHPESH PANDEY,v_dfeb4e416ccc
7555,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Nirmla pandey,Payment Success,11312.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,NIRMLA PANDEY,v_f186997cd36f
7556,Uttarakhand,Construction of toilet blocks,WS/MP021/2025-2026/204383,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,25-Aug-2026,Nirmla pandey,Payment Success,7272.0,LS,Uttarakhand,WS/MP021/2025-2026/204383,LS|WS/MP021/2025-2026/204383,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-08-25,NIRMLA PANDEY,v_f186997cd36f
7557,Uttarakhand,Construction of toilet blocks,WS/MP021/2025-2026/204383,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,25-Aug-2026,Govind bhallabh,Payment Success,7272.0,LS,Uttarakhand,WS/MP021/2025-2026/204383,LS|WS/MP021/2025-2026/204383,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-08-25,GOVIND BHALLABH,v_c4bf1757e607
7558,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Govind bhallabh,Payment Success,11312.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,GOVIND BHALLABH,v_c4bf1757e607
7559,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Chandrashekar pandey,Payment Success,10908.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,CHANDRASHEKAR PANDEY,v_e8c69264268f
7560,Punjab,Construction of veterinary hospitals and dispensaries,WS/MP18158/2025-2026/203150,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,20-May-2026,ms vansh Brick kiln,Payment Success,20405.0,LS,Punjab,WS/MP18158/2025-2026/203150,LS|WS/MP18158/2025-2026/203150,Patiala,PATIALA,DHARAMVIRA GANDHI,LS_DHARAMVIRA GANDHI,,2026-05-20,MS VANSH BRICK KILN,v_1f36864e769a
7561,Punjab,Construction of veterinary hospitals and dispensaries,WS/MP18158/2025-2026/203150,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,20-May-2026,ms vansh Brick kiln,Payment Success,5712.0,LS,Punjab,WS/MP18158/2025-2026/203150,LS|WS/MP18158/2025-2026/203150,Patiala,PATIALA,DHARAMVIRA GANDHI,LS_DHARAMVIRA GANDHI,,2026-05-20,MS VANSH BRICK KILN,v_1f36864e769a
7562,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Puran mehra,Payment Success,10908.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,PURAN MEHRA,v_6911c41c7669
7563,Uttarakhand,Security gates in streets/public place for safety purpose,WS/MP021/2025-2026/204384,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,Negi supplier,Payment Success,113160.0,LS,Uttarakhand,WS/MP021/2025-2026/204384,LS|WS/MP021/2025-2026/204384,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,NEGI SUPPLIER,v_95e514637313
7564,Uttarakhand,Construction of toilet blocks,WS/MP021/2025-2026/204383,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,25-Aug-2026,Negi supplier,Payment Success,25880.0,LS,Uttarakhand,WS/MP021/2025-2026/204383,LS|WS/MP021/2025-2026/204383,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-08-25,NEGI SUPPLIER,v_95e514637313
7565,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18153/2025-2026/250900,FAZILKA(DEPUTY COMMISSIONER FAZILKA_IDA),SHER SINGH GHUBAYA,FIROZPUR,14-May-2026,Shivam Bricks Industry,Payment Success,7670.0,LS,Punjab,WS/MP18153/2025-2026/250900,LS|WS/MP18153/2025-2026/250900,Fazilka,FAZILKA,SHER SINGH GHUBAYA,LS_SHER SINGH GHUBAYA,,2026-05-14,SHIVAM BRICKS INDUSTRY,v_cdb31143fd33
7566,Punjab,Construction of veterinary hospitals and dispensaries,WS/MP18158/2025-2026/203150,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,20-May-2026,Sohal traders,Payment Success,20700.0,LS,Punjab,WS/MP18158/2025-2026/203150,LS|WS/MP18158/2025-2026/203150,Patiala,PATIALA,DHARAMVIRA GANDHI,LS_DHARAMVIRA GANDHI,,2026-05-20,SOHAL TRADERS,v_0879eeac87f0
7567,Chandigarh,Providing drains and gutters for public drainage,WS/MP18047/2024-2025/176002,CHANDIGARH(DEPUTY COMMISSIONER ZILLA PARISHAD CHANDIGARH_IDA),MANISH TEWARI,CHANDIGARH,19-May-2026,Ram Partap Yadav,Payment Success,196013.0,LS,Chandigarh,WS/MP18047/2024-2025/176002,LS|WS/MP18047/2024-2025/176002,Chandigarh,CHANDIGARH,MANISH TEWARI,LS_MANISH TEWARI,,2026-05-19,RAM PARTAP YADAV,v_b1cdd50ac16d
7568,Punjab,Construction of boundary walls of existing public and community buildings,WS/MP18158/2025-2026/199636,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,14-May-2026,Bhagat Singh Building Material Store,Payment Success,15600.0,LS,Punjab,WS/MP18158/2025-2026/199636,LS|WS/MP18158/2025-2026/199636,Patiala,PATIALA,DHARAMVIRA GANDHI,LS_DHARAMVIRA GANDHI,,2026-05-14,BHAGAT SINGH BUILDING MATERIAL STORE,v_d42136041bb4
7569,Punjab,Construction of boundary walls of existing public and community buildings,WS/MP18158/2025-2026/199636,PATIALA(DEPUTY COMMISSIONER PATIALA_IDA),DR DHARAMVIRA GANDHI,PATIALA,14-May-2026,ms Ghuman Cement Store,Payment Success,24000.0,LS,Punjab,WS/MP18158/2025-2026/199636,LS|WS/MP18158/2025-2026/199636,Patiala,PATIALA,DHARAMVIRA GANDHI,LS_DHARAMVIRA GANDHI,,2026-05-14,MS GHUMAN CEMENT STORE,v_bdb54f703474
7570,Karnataka,Construction of community centers and community halls,WS/MP18083/2026-2027/264638,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,14-May-2026,RAJESH K,Payment Success,299799.0,LS,Karnataka,WS/MP18083/2026-2027/264638,LS|WS/MP18083/2026-2027/264638,Dakshina Kannada,DAKSHINA KANNADA,CAPTAIN BRIJESH CHOWTA,LS_CAPTAIN BRIJESH CHOWTA,,2026-05-14,RAJESH K,v_3736f41347a7
7571,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18120/2026-2027/218864,HINGOLI(DISTRICT COLLECTOR HINGOLI_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,15-May-2026,KAPIL KESHAVRAO AMBHORE,Payment Success,1493124.0,LS,Maharashtra,WS/MP18120/2026-2027/218864,LS|WS/MP18120/2026-2027/218864,Hingoli,HINGOLI,AASHTIKAR PATIL NAGESH BAPURAO,LS_AASHTIKAR PATIL NAGESH BAPURAO,,2026-05-15,KAPIL KESHAVRAO AMBHORE,v_928b5093de80
7572,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18120/2026-2027/218858,HINGOLI(DISTRICT COLLECTOR HINGOLI_IDA),AASHTIKAR PATIL NAGESH BAPURAO,HINGOLI,07-Aug-2026,KAPIL KESHAVRAO AMBHORE,Payment Success,2965232.0,LS,Maharashtra,WS/MP18120/2026-2027/218858,LS|WS/MP18120/2026-2027/218858,Hingoli,HINGOLI,AASHTIKAR PATIL NAGESH BAPURAO,LS_AASHTIKAR PATIL NAGESH BAPURAO,,2026-08-07,KAPIL KESHAVRAO AMBHORE,v_928b5093de80
7573,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP578/2025-2026/214280,NARMADA(DISTRICT COLLECTOR NARMADA_IDA),Mansukhbhai Dhanjibhai Vasava,BHARUCH,22-May-2026,DABKA GROUP GRAM PANCHAYAT,Payment Success,197799.0,LS,Gujarat,WS/MP578/2025-2026/214280,LS|WS/MP578/2025-2026/214280,Narmada,NARMADA,MANSUKHBHAI DHANJIBHAI VASAVA,LS_MANSUKHBHAI DHANJIBHAI VASAVA,,2026-05-22,DABKA GROUP GRAM PANCHAYAT,v_9ecfcae9f6f8
7574,Gujarat,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP578/2025-2026/214267,NARMADA(DISTRICT COLLECTOR NARMADA_IDA),Mansukhbhai Dhanjibhai Vasava,BHARUCH,22-May-2026,SANKLI GRAM PANCHAYAT,Payment Success,198371.0,LS,Gujarat,WS/MP578/2025-2026/214267,LS|WS/MP578/2025-2026/214267,Narmada,NARMADA,MANSUKHBHAI DHANJIBHAI VASAVA,LS_MANSUKHBHAI DHANJIBHAI VASAVA,,2026-05-22,SANKLI GRAM PANCHAYAT,v_eb135f683bcd
7575,Rajasthan,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP727/2024-2025/142175,KOTA(DISTRICT COLLECTOR KOTA_IDA),Om Birla,KOTA,14-May-2026,MEENA ENTERPRISES,Payment Success,66000.0,LS,Rajasthan,WS/MP727/2024-2025/142175,LS|WS/MP727/2024-2025/142175,Kota,KOTA,OM BIRLA,LS_OM BIRLA,,2026-05-14,MEENA ENTERPRISES,v_c69038d32071
7576,Odisha,Construction of boundary walls of existing public and community buildings,WS/MP18310/2025-2026/200838,BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),AVIMANYU SETHI,BHADRAK(SC),18-May-2026,RABINDRA KUMAR NAYAK,Payment Success,300000.0,LS,Odisha,WS/MP18310/2025-2026/200838,LS|WS/MP18310/2025-2026/200838,Bhadrak,BHADRAK,AVIMANYU SETHI,LS_AVIMANYU SETHI,,2026-05-18,RABINDRA KUMAR NAYAK,v_f5f8d7868d0f
7577,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/202411,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,prakash chandra arya,Payment Success,15150.0,LS,Uttarakhand,WS/MP021/2025-2026/202411,LS|WS/MP021/2025-2026/202411,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,PRAKASH CHANDRA ARYA,v_44afd3a9f5e5
7578,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP021/2025-2026/256053,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,21-May-2026,prakash chandra arya,Payment Success,7575.0,LS,Uttarakhand,WS/MP021/2025-2026/256053,LS|WS/MP021/2025-2026/256053,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-21,PRAKASH CHANDRA ARYA,v_44afd3a9f5e5
7579,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,KHUSHAL SINGH,Payment Success,10010.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,KHUSHAL SINGH,v_568a60a60ed4
7580,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,DIPENDRA SINGH,Payment Success,9555.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,DIPENDRA SINGH,v_f3d80651f4e6
7581,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,MAHESH CHANDRA SINGH,Payment Success,9555.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,MAHESH CHANDRA SINGH,v_f73e4437b039
7582,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,TIRLOK SINGH,Payment Success,9555.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,TIRLOK SINGH,v_4f7d37488f4c
7583,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,LATA DEVI,Payment Success,6325.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,LATA DEVI,v_ff46c5b8d77e
7584,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,MUNNI DEVI,Payment Success,6325.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,MUNNI DEVI,v_5071b42274e1
7585,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,GOPAL RAM,Payment Success,6325.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,GOPAL RAM,v_7db2be2763d8
7586,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,PANI RAM,Payment Success,6325.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,PANI RAM,v_35f35890cb3d
7587,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,KAILASH CHANDRA,Payment Success,6325.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,KAILASH CHANDRA,v_756df865ab9e
7588,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,VIPIN CHANDRA,Payment Success,6325.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,VIPIN CHANDRA,v_cfb82cdd4263
7589,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,CHATUR SINGH,Payment Success,6325.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,CHATUR SINGH,v_75e77095de7f
7590,Uttarakhand,Construction of common work sheds/ common covered sitting area,WS/MP021/2025-2026/250052,NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA),Ajay Bhatt,NAINITAL UDHAM SINGH NAG.,14-May-2026,LALIT MOHAN SINGH BOHRA,Payment Success,6050.0,LS,Uttarakhand,WS/MP021/2025-2026/250052,LS|WS/MP021/2025-2026/250052,Nainital,NAINITAL,AJAY BHATT,LS_AJAY BHATT,,2026-05-14,LALIT MOHAN SINGH BOHRA,v_ee7fb862b854
7591,Maharashtra,Construction of buildings for community cultural activities,WS/MP18132/2025-2026/174564,SANGLI(DISTRICT COLLECTOR SANGLI_IDA),VISHAL,SANGLI,14-Jul-2026,OM MAJUR SAHAKARI SANSTHA LTD,Payment Success,988619.0,LS,Maharashtra,WS/MP18132/2025-2026/174564,LS|WS/MP18132/2025-2026/174564,Sangli,SANGLI,VISHAL,LS_VISHAL,,2026-07-14,OM MAJUR SAHAKARI SANSTHA,v_30e3c57dac09
7592,Jammu And Kashmir,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP331/2025-2026/242070,SAMBA(Deputy Commissioner Samba_IDA),Shri Jugal Kishore Sharma,JAMMU,26-May-2026,Lalit Kumar,Payment Success,160000.0,LS,Jammu And Kashmir,WS/MP331/2025-2026/242070,LS|WS/MP331/2025-2026/242070,Samba,SAMBA,JUGAL KISHORE SHARMA,LS_JUGAL KISHORE SHARMA,,2026-05-26,LALIT KUMAR,v_15aeead104ee
7593,Rajasthan,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP723/2025-2026/230768,JODHPUR(DISTRICT COLLECTOR JODHPUR IDA),Gajendra Singh Shekhawat,JODHPUR,18-May-2026,Maa Bhadariya Rai Enterprises,Payment Success,491827.0,LS,Rajasthan,WS/MP723/2025-2026/230768,LS|WS/MP723/2025-2026/230768,Jodhpur,JODHPUR,GAJENDRA SINGH SHEKHAWAT,LS_GAJENDRA SINGH SHEKHAWAT,,2026-05-18,MAA BHADARIYA RAI ENTERPRISES,v_101fe9e08907
7594,Tamil Nadu,Construction of buildings for community cultural activities,WS/MP746/2026-2027/287433,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Kani K Navas,RAMANATHAPURAM,22-Jun-2026,NOORDEEN,Payment Success,898544.0,LS,Tamil Nadu,WS/MP746/2026-2027/287433,LS|WS/MP746/2026-2027/287433,Ramanathapuram,RAMANATHAPURAM,KANI K NAVAS,LS_KANI K NAVAS,,2026-06-22,NOORDEEN,v_3c012f18f8a0
7595,West Bengal,Construction of boundary walls of existing public and community buildings,WS/MP852/2025-2026/231682,MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA),Abu Taher Khan,MURSHIDABAD,18-May-2026,JOHA SEKH,Payment Success,488983.0,LS,West Bengal,WS/MP852/2025-2026/231682,LS|WS/MP852/2025-2026/231682,Murshidabad,MURSHIDABAD,ABU TAHER KHAN,LS_ABU TAHER KHAN,,2026-05-18,JOHA SEKH,v_8d7ab1d4a2d2
7596,Maharashtra,Construction of buildings for community cultural activities,WS/MP18132/2025-2026/226543,SANGLI(DISTRICT COLLECTOR SANGLI_IDA),VISHAL,SANGLI,14-Jul-2026,SHAILESH DEEPAK PARAMANE,Payment Success,1000000.0,LS,Maharashtra,WS/MP18132/2025-2026/226543,LS|WS/MP18132/2025-2026/226543,Sangli,SANGLI,VISHAL,LS_VISHAL,,2026-07-14,SHAILESH DEEPAK PARAMANE,v_ee6b341f57a9
7597,Maharashtra,Construction of public libraries and reading rooms,WS/MP18119/2025-2026/163414,GADCHIROLI(DISTRICT COLLECTOR GADCHIROLI_IDA),DR. KIRSAN NAMDEO,GADCHIROLI-CHIMUR(ST),05-Aug-2026,Dnyneshwar Ramji Bhanderkar,Payment Success,926097.0,LS,Maharashtra,WS/MP18119/2025-2026/163414,LS|WS/MP18119/2025-2026/163414,Gadchiroli,GADCHIROLI,KIRSAN NAMDEO,LS_KIRSAN NAMDEO,,2026-08-05,DNYNESHWAR RAMJI BHANDERKAR,v_a4eddbda3873
7598,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18132/2025-2026/174580,SANGLI(DISTRICT COLLECTOR SANGLI_IDA),VISHAL,SANGLI,15-Jul-2026,PRAJWAL TUKARAM SHINDE,Payment Success,1000000.0,LS,Maharashtra,WS/MP18132/2025-2026/174580,LS|WS/MP18132/2025-2026/174580,Sangli,SANGLI,VISHAL,LS_VISHAL,,2026-07-15,PRAJWAL TUKARAM SHINDE,v_681b84a6e0c9
7599,Odisha,Construction of community centers and community halls,WS/MP18310/2025-2026/200960,BHADRAK(DISTRICT COLLECTOR BHADRAK_IDA),AVIMANYU SETHI,BHADRAK(SC),22-Jun-2026,MR MANIBHADRA ROUT,Payment Success,338948.0,LS,Odisha,WS/MP18310/2025-2026/200960,LS|WS/MP18310/2025-2026/200960,Bhadrak,BHADRAK,AVIMANYU SETHI,LS_AVIMANYU SETHI,,2026-06-22,MR MANIBHADRA ROUT,v_9867a91bdb87
7600,Kerala,Purchase of vehicles for mobile libraries,WS/MP632/2025-2026/203018,KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA),Anto Antony,PATHANAMTHITTA,15-May-2026,NSS GIRLS HIGH SCHOOL KARUKACHAL,Payment Success,65500.0,LS,Kerala,WS/MP632/2025-2026/203018,LS|WS/MP632/2025-2026/203018,Kottayam,KOTTAYAM,ANTO ANTONY,LS_ANTO ANTONY,,2026-05-15,NSS GIRLS HIGH SCHOOL KARUKACHAL,v_eabef2aca979
7601,Karnataka,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18083/2025-2026/211371,DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA),CAPTAIN BRIJESH CHOWTA,DAKSHINA KANNADA,18-May-2026,UDAY KUMAR M H,Payment Success,199995.0,LS,Karnataka,WS/MP18083/2025-2026/211371,LS|WS/MP18083/2025-2026/211371,Dakshina Kannada,DAKSHINA KANNADA,CAPTAIN BRIJESH CHOWTA,LS_CAPTAIN BRIJESH CHOWTA,,2026-05-18,UDAY KUMAR M H,v_3887aaa265c2
7602,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP351/2025-2026/141849,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,15-May-2026,ANAGHBABU P,Payment Success,671276.0,LS,Kerala,WS/MP351/2025-2026/141849,LS|WS/MP351/2025-2026/141849,Kannur,KANNUR,KUMBAKUDI SUDHAKARAN,LS_KUMBAKUDI SUDHAKARAN,,2026-05-15,ANAGHBABU P,v_3e8ff1efd74e
7603,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP413/2025-2026/249812,GOPALGANJ(DISTRICT PLANNING OFFICER GOPALGANJ_IDA),Alok Kumar Suman,GOPALGANJ (SC),22-Jun-2026,SONI CONSTRUCTION,Payment Success,490347.0,LS,Bihar,WS/MP413/2025-2026/249812,LS|WS/MP413/2025-2026/249812,Gopalganj,GOPALGANJ,ALOK KUMAR SUMAN,LS_ALOK KUMAR SUMAN,,2026-06-22,SONI CONSTRUCTION,v_a024fcf1f8e6
